,종별,기관명,전화번호,주소,경도,위도
37,요양병원(일반요양병원),의료법인유라의료재단 온누리요양병원,,서울특별시 성북구 화랑로 271 (장위동),127.05583214207722,37.61219986114565
38,한방병원,자향한방병원,,"서울특별시 도봉구 덕릉로 215, 3~7층 (창동)",127.03359958768691,37.637569516851066
39,요양병원(일반요양병원),로하스동서울요양병원,,"서울특별시 중랑구 봉화산로 194, 신아타운 4,5층 (신내동)",127.09183916383301,37.606425517094365
40,병원,모두가행복한연세병원,,"서울특별시 강남구 선릉로 751, 카로시티Ⅲ 지하1층, 지상1층~7층 (논현동)",127.0362244883391,37.5218047138403
41,병원,뉴민병원,,"서울특별시 서초구 방배로 223, 창생빌딩 2~7층 (방배동)",126.98704731779361,37.49302755096021
42,요양병원(일반요양병원),강남효요양병원,,서울특별시 관악구 남부순환로 1704 (봉천동),126.9364636219778,37.48301397553674
43,병원,강북우리들병원,,"서울특별시 강북구 한천로 1083, 수유동 (수유동, 광산타워)",127.01977360943116,37.642553514459536
44,종합병원,노원을지대학교병원,,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",127.06703507430889,37.63646108336305
45,한방병원,강동경희대학교한방병원,,서울특별시 강동구 동남로 892 (상일동),127.15451668099968,37.55323061609516
46,종합병원,연세대학교의과대학세브란스병원,,서울특별시 서대문구 연세로 50-1 (신촌동),126.9366069810422,37.564699643057445
47,한방병원,서울프라임한방병원,,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 6-13층 (길동)",127.13617481477291,37.5363756605075
48,한방병원,우모한방병원,,"서울특별시 강남구 언주로 327, 아폴로빌딩 지하1층~지상7층 (역삼동)",127.04203087600042,37.497067766813345
49,병원,의료법인 청해의료재단 제일병원,,서울특별시 서초구 서초대로 116 (방배동),126.99218679778721,37.48782980988029
50,병원,민병원,,"서울특별시 강북구 도봉로 155, 서울민병원 (미아동)",127.02437117516321,37.62260347517715
51,병원,에이치큐브병원,,서울특별시 도봉구 도봉로 604 (창동),127.03820404450515,37.65831649987982
52,종합병원,인제대학교 상계백병원,,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",127.06009402242462,37.64866645128567
53,치과병원,더바름치과병원,,"서울특별시 송파구 석촌호수로 61, 트리지움상가 201호 (잠실동)",127.08333681744926,37.510641771957324
54,치과병원,케이치과병원,,"서울특별시 송파구 올림픽로 319, 사단법인 서울특별시 교통회관 2층 (신천동)",127.10244990942554,37.515597807997146
55,한방병원,재단법인 동국한방병원,,서울특별시 서초구 방배로 186 (방배동),126.98949734857997,37.490277993488036
56,요양병원(일반요양병원),서울힐링요양병원,,"서울특별시 송파구 중대로 191, 서울힐링요양병원 (가락동)",127.12279441513975,37.499081836950346
57,한방병원,가화한방병원,,서울특별시 도봉구 도당로 51(방학동),127.03146489044587,37.66282793324426
58,병원,포그니병원,,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 2동 6,7층 (고척동)",126.86023695938383,37.49745622192137
59,병원,염창환병원,,"서울특별시 서초구 서초중앙로 148, 희성빌딩 5,6,9층 (서초동)",127.01074722083187,37.49506802900688
60,병원,덕수의료재단 서울브레인병원,,서울특별시 영등포구 영신로34길 5 (영등포동4가),126.8989873537582,37.52002432966863
61,병원,연세우리병원,,"서울특별시 송파구 백제고분로 185, 2~9층 (잠실동)",127.08441189148225,37.50479823652385
62,요양병원(일반요양병원),현인요양병원,,서울특별시 강북구 삼각산로 20 (수유동),127.00377431166439,37.63861445089341
63,병원,메디힐병원,,"서울특별시 양천구 남부순환로 331 (신월동, 메디힐병원)",126.82509748548551,37.536978404073245
64,병원,올바른서울병원,,"서울특별시 강동구 양재대로 1525, 명품빌딩 (천호동)",127.13839453749989,37.5421159269117
65,병원,엠에스병원,,"서울특별시 송파구 삼학사로 53, 태영빌딩 1~7층 (삼전동)",127.09377522174766,37.502085027881655
66,요양병원(일반요양병원),서울제일요양병원,,서울특별시 양천구 가로공원로 81(신월동),126.82194471104735,37.53562068424323
67,병원,365엠씨(mc)병원,,"서울특별시 서초구 서초중앙로 126, 서울365mc병원 지하1층, 2~13층 (서초동)",127.01122657937822,37.492992427484644
68,병원,장튼위튼병원,,서울특별시 관악구 남부순환로 1867 (봉천동),126.95442690055081,37.47983649982705
69,병원,민트병원,,"서울특별시 송파구 정의로8길 7, 한스빌딩 1~4층 (문정동)",,
70,요양병원(일반요양병원),꿈의숲요양병원,,서울특별시 강북구 월계로 183 (번동),127.04202389751312,37.62056371789128
71,요양병원(일반요양병원),강북휴요양병원,,"서울특별시 강북구 도봉로 161, 서울컨벤션웨딩홀 (미아동)",127.02411893448425,37.62315168136854
72,병원,강남힘찬병원,,"서울특별시 송파구 백제고분로 407 (송파동, 지하 2층~7층)",127.10693950822197,37.50763388291039
73,병원,바로선병원,,"서울특별시 도봉구 도봉로 628 (창동, 바로선병원)",127.0392644027043,37.66036904965312
74,병원,강남고려병원,,서울특별시 관악구 관악로 242 (봉천동),126.95387664073755,37.485546819452374
75,병원,그랜드성형외과병원,,"서울특별시 강남구 도산대로 121, B6~B2, B1일부,지상1~5층, 6층일부, 7층~15층, (신사동)",127.01883160621315,37.517411424972984
76,병원,서울고든병원,,"서울특별시 강서구 양천로 600, 파인블루빌딩 지하1층,2,7,8층 ,9,10호 (등촌동)",126.86179931299998,37.555514856860384
77,병원,연세사랑병원,,"서울특별시 서초구 남부순환로 2205, 지하4층~지상6층 (방배동)",126.990621485516,37.474117001675516
78,병원,서울현대병원,,"서울특별시 강북구 도봉로 374 (번동, 서울현대병원)",127.0256770411609,37.64025067516326
79,치과병원,아이엠치과병원,,"서울특별시 강동구 올림픽로 664, 4층 (천호동, 대우 한강 베네시티)",127.12203222705227,37.54061060424473
80,요양병원(일반요양병원),송파그랜드요양병원,,"서울특별시 송파구 마천로 238, 윤진프라자타워 (마천동)",127.14088560941592,37.49965722746614
81,병원,의료법인한국의료재단프라임병원,,서울특별시 중랑구 공릉로 76 (묵동),127.07657958998497,37.61723224115015
82,병원,서울석병원,,서울특별시 송파구 송이로 148 (가락동),127.12108320796506,37.49379742171254
83,병원,힘찬병원,,"서울특별시 양천구 신목로 120 (목동, 힘찬병원)",126.87400166838948,37.52494782508218
84,한방병원,경희우리한방병원,,"서울특별시 영등포구 영중로 28, 영등포 점프밀라노 8층 (영등포동3가)",126.9026607335023,37.519078924891794
85,치과병원,서울오브치과병원,,"서울특별시 송파구 백제고분로 196, 4층~5층 (삼전동)",127.08541167032918,37.503952642485885
86,한방병원,무이재한방병원,,"서울특별시 강남구 학동로 117, B1~9F층 (논현동)",127.02074159423613,37.51210105485966
87,병원,서울좋은병원,,서울특별시 강북구 도봉로 114 (미아동),127.02647811620686,37.619290907192514
88,병원,리워크병원,,"서울특별시 송파구 송이로 81, 지하2~지상7층 (가락동)",127.1174769772277,37.498771866022125
89,정신병원,성지병원,,서울특별시 금천구 가산로 122 (가산동),126.8900206854505,37.47654631545137
90,요양병원(일반요양병원),플러스요양병원,,"서울특별시 성북구 솔샘로1길 19, 그린존 1층~6층 (정릉동)",127.00106241078738,37.6083074941236
91,병원,청담이룸병원,,"서울특별시 강남구 삼성로 646, 마디빌딩 (삼성동)",127.04832256283461,37.51770431526417
92,병원,미즈메디병원,,"서울특별시 강남구 도곡로 452-452 (대치동, 미즈메디병원)",,
93,종합병원,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",127.02409518287283,37.58714487358145
94,한방병원,치휴한방병원,,"서울특별시 강동구 강동대로 243, 풍원빌딩 (성내동)",127.13008519128658,37.52239394795399
95,한방병원,의료법인해인의료재단 동신한방병원,,"서울특별시 양천구 오목로 351, B2~6,8~9층 (목동)",126.87387121967171,37.52461831161277
96,병원,새힘병원,,서울특별시 노원구 노원로 416(상계동),127.06500765923678,37.65371492394021
97,요양병원(일반요양병원),강동우리들요양병원,,"서울특별시 강동구 구천면로 202, 행복타워빌딩 B2,2,3,4,6층 (천호동)",127.1243401208682,37.54029816799911
98,한방병원,힘찬큐한방병원,,"서울특별시 강남구 봉은사로 213, 센트럴타워 5~7층 (논현동)",127.03248275119113,37.50804399824371
99,한방병원,서울연세한방병원,,"서울특별시 송파구 삼학사로 53, 태영빌딩 (삼전동)",127.09377522174766,37.502085027881655
100,요양병원(일반요양병원),퍼스트요양병원,,"서울특별시 도봉구 삼양로 616, 2-5층 (쌍문동)",127.01124409211651,37.657995851463966
101,병원,강남수병원,,서울특별시 송파구 삼전로2길 11 (삼전동),127.08326209867188,37.501334361016966
102,병원,척바른병원,,"서울특별시 서초구 방배로 151, 지하1층일부,2~5층 (방배동)",126.99066879286359,37.487196063718265
103,요양병원(일반요양병원),서울브이아이피(VIP)요양병원,,"서울특별시 구로구 경인로 297, 오류빌딩 (개봉동)",126.85052821486066,37.498038087899445
104,병원,연세산돌병원,,"서울특별시 중랑구 봉우재로 234, 연세산돌병원 지하1층~7층 (망우동)",127.09600394774024,37.59513296716246
105,병원,위드힘병원,,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 2,4,5층 (길동)",127.13617481477291,37.5363756605075
106,종합병원,국립중앙의료원,,"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",127.00312072139258,37.567423636193695
107,병원,선한목자병원,,"서울특별시 강남구 논현로 507 (역삼동, 성지하이츠3차빌딩 2층,3층일부)",127.0331647079327,37.50152907049099
108,종합병원,한국원자력의학원원자력병원,,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",127.07938024910862,37.62839821375754
109,병원,엔플러스병원,,"서울특별시 동대문구 장한로32길 7, 장안동의료시설 (장안동)",127.06971544245152,37.57547912595575
110,치과병원,수치과병원,,"서울특별시 송파구 중대로 68 (문정동, 훼밀리샤르망 505호)",127.11353795410238,37.49155014929301
111,한방병원,라온휴한방병원,,"서울특별시 양천구 신월로 164, 승일뷰티타워2 8~9층 (신월동)",126.83911613643093,37.51770784108361
112,요양병원(일반요양병원),새미래요양병원,,서울특별시 강서구 국회대로 233 (화곡동),126.85798266652233,37.529738143383426
113,요양병원(일반요양병원),은평요양병원,,서울특별시 은평구 통일로 935 (갈현동),126.91662841123892,37.62644673569662
114,치과병원,라이브치과병원,,"서울특별시 서초구 강남대로 441, 서산빌딩 11층 (서초동)",127.02228957789337,37.501707702806215
115,종합병원,재단법인아산사회복지재단 서울아산병원,,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",127.10658733769303,37.52627525866216
116,한방병원,강서365한방병원,,"서울특별시 강서구 공항대로45길 15, 상가동 7~11층 (등촌동, 가양역 두산위브)",126.85144748440969,37.556491610448845
117,병원,파로스병원,,"서울특별시 노원구 노원로 416, 파로스병원 (상계동)",127.06500765923678,37.65371492394021
118,종합병원,연세대학교의과대학 강남세브란스병원,,"서울특별시 강남구 언주로 211, 강남세브란스병원 (도곡동)",127.04363746807665,37.49254974938206
119,요양병원(일반요양병원),편안한요양병원,,"서울특별시 광진구 자양로 38, 편안한요양병원 (자양동)",127.0835916795516,37.5315981741814
120,요양병원(일반요양병원),강동성모요양병원,,"서울특별시 강동구 올림픽로80길 31, 로뎀빌딩 (천호동)",127.12430815997507,37.54352722347721
121,병원,참튼튼병원,,"서울특별시 구로구 시흥대로 547, 금강빌딩 지하1,2~10층(구로동), 디지털로32가길 25, 티타운빌딩 B102,103,205,206,302 (구로동)",126.89748048293986,37.482155420955365
122,병원,서울연세병원,,"서울특별시 마포구 토정로 271, 대현빌딩 지하1층,지상2~6층 (용강동)",126.93741323438122,37.54247205892785
123,한방병원,길인의료재단 기린한방병원,,"서울특별시 서초구 신반포로49길 3, 기린한방병원 (잠원동)",127.01718881537037,37.51108726324104
124,병원,학교법인대진교육재단 제인병원,,서울특별시 성동구 광나루로 243 (송정동),127.05412290799602,37.54946365987894
125,한방병원,리봄한방병원,,"서울특별시 강남구 학동로50길 7, 2~4,5(일부)층 (논현동)",127.03717134443175,37.516257871913304
126,한방병원,면력한방병원,,"서울특별시 강서구 마곡중앙6로 93, 열린프라자 6,7,10층 602,603,604,605호 (마곡동)",126.83480801608157,37.56012978049176
127,병원,서울라본병원,,서울특별시 중랑구 망우로 476 (망우동),127.10220131609582,37.600322353877175
128,치과병원,필치과병원,,"서울특별시 서초구 방배로 245, 3층 (방배동, 현대클리닉빌딩)",126.98598353071775,37.494787902811275
129,요양병원(일반요양병원),송파새희망요양병원,,"서울특별시 송파구 오금로 488, 삼원빌딩 (거여동)",127.14002501419888,37.49346740079808
130,병원,의료법인 우신향병원,,서울특별시 성북구 안암로 99 (안암동5가),,
131,한방병원,바를정한방병원,,"서울특별시 관악구 남부순환로 1485, 삼남빌딩 1층, 7층, 8층 (신림동)",126.9126030853347,37.48256399335779
132,요양병원(일반요양병원),태능성심요양병원,,"서울특별시 노원구 동일로 987, 태릉성심요양병원 (공릉동)",127.0721058188026,37.61825783759735
133,요양병원(일반요양병원),신촌힐링요양병원,,"서울특별시 서대문구 모래내로 330, 미도빌딩 (홍은동)",126.93102872336361,37.57975490016185
134,병원,의료법인 상원의료재단 강북힘찬병원,,"서울특별시 도봉구 도봉로 446, 강북힘찬병원 (창동)",127.03049665339942,37.64568373495594
135,종합병원,이화여자대학교의과대학부속서울병원,,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",126.83328592211937,37.557596364118005
136,요양병원(일반요양병원),참다운요양병원,,"서울특별시 노원구 동일로 987, 지하1,1,3,4,6,8층 (공릉동)",127.0721058188026,37.61825783759735
137,한방병원,립샘한방병원,,"서울특별시 강남구 강남대로 390, 미진프라자 3층 (역삼동)",127.02574701891696,37.49784646196946
138,한방병원,실버한방병원,,서울특별시 금천구 독산로 362 (독산동),126.90127788239089,37.47905968264487
139,요양병원(일반요양병원),스테이온요양병원,,"서울특별시 송파구 백제고분로 283, 어깨동무빌딩 B1일부,1층일부,2~7층 (석촌동)",127.09511340317205,37.50277003175227
140,한방병원,솔빛한방병원,,서울특별시 양천구 신월로 151 (신월동),126.83759096249192,37.517705979890586
141,한방병원,치유본한방병원,,"서울특별시 관악구 신원로 35, 삼모더프라임타워 6층 (신림동)",126.92602832955619,37.4822386116894
142,병원,바른걸음병원,,"서울특별시 송파구 백제고분로 252, SH타워 2~8층 (삼전동)",127.09139350159194,37.50230636902543
143,종합병원,성애의료재단 성애병원,,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",126.91989039264,37.512060288928204
144,병원,강철병원,,"서울특별시 송파구 백제고분로 252, SH타워 2~8층 (삼전동)",127.09139350159194,37.50230636902543
145,병원,자이비뇨의학과병원,,"서울특별시 서초구 서운로 220, 대지스포츠프라자 4층 (서초동)",127.01889559134422,37.50273530717132
146,한방병원,강남푸른숲한방병원,,"서울특별시 송파구 삼전로 42, 지하1~6층 (삼전동)",127.08413670999657,37.50261564892592
147,한방병원,경희디에스한방병원,,"서울특별시 강동구 구천면로 233, 5층일부,6~7층 (천호동)",127.12701900070158,37.54166514081578
148,병원,더힐병원,,"서울특별시 송파구 송이로 81, 지하2층~지상7층층 (가락동)",127.1174769772277,37.498771866022125
149,한방병원,모커리한방병원,,"서울특별시 서초구 서초대로 338, 프로비스타 지하1층 지상2~8층 (서초동)",127.01573881398137,37.494815694930146
150,한방병원,잠실자생한방병원,,"서울특별시 송파구 충민로 66, 가든파이브라이프 10층 L-10001~4,L-10006~8호 (문정동)",127.12210616263066,37.477648658587796
151,요양병원(일반요양병원),스카이요양병원,,서울특별시 도봉구 방학로 177 (방학동),127.029566524007,37.66201752858072
152,종합병원,삼성서울병원,,"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",127.08309236737391,37.48866228880641
153,종합병원,인제대학교 서울백병원,,서울특별시 중구 마른내로 9 (저동2가),,
154,병원,참포도나무병원,,서울특별시 서초구 바우뫼로35길 32 (양재동),127.03577947974254,37.479929630970126
155,병원,의료법인 인봉의료재단 영등포병원,,서울특별시 영등포구 당산로31길 10 (당산동3가),126.89293954321097,37.52682463135551
156,한방병원,활명한방병원,,"서울특별시 서대문구 수색로 102, 2~4층 (북가좌동, DMC요진아파트)",126.90548539398593,37.572911946045856
157,종합병원,씨엠병원,,"서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)",126.90128288502873,37.51885342329639
158,요양병원(일반요양병원),북서울요양병원,,"서울특별시 강북구 한천로 1002, 북서울요양병원 (번동)",127.02715592693377,37.63813270737609
159,병원,한걸음병원,,,,
160,한방병원,강서수한방병원,,"서울특별시 강서구 곰달래로 54, 백제빌딩 1~7층 (화곡동)",126.83594597529047,37.52992141513769
161,요양병원(일반요양병원),큰사랑요양병원,,"서울특별시 강남구 논현로2길 30 (개포동, 지하2층~1층, 지상1층~6층)",127.04977387519715,37.47299884499676
162,병원,의료법인마리아의료재단마리아병원,,"서울특별시 송파구 송이로 152, 마리아 의료재단 새병원 (가락동)",127.1215349128762,37.49326727020931
163,요양병원(일반요양병원),효성요양병원,,"서울특별시 강북구 삼양로 204 (미아동, 효성요양병원)",127.01759237282307,37.622021558874216
164,한방병원,강동한방병원,,서울특별시 강동구 양재대로 1556 (길동),127.13984057770782,37.54443441601768
165,병원,서울송도병원,,"서울특별시 중구 다산로 78, 송도병원 (신당동)",127.00524847531423,37.55116358578962
166,병원,서울양병원,,서울특별시 강동구 천호대로 1159 (길동),127.13724695491086,37.534069273730736
167,병원,최원호병원,,"서울특별시 은평구 서오릉로 45, 최원호병원 (녹번동)",,
168,요양병원(일반요양병원),강남센트럴요양병원,,"서울특별시 송파구 송이로 156, 태정타워 (가락동)",127.12166102850539,37.493006567254575
169,한방병원,도반한방병원,,"서울특별시 종로구 새문안로5가길 33, 도반 빌딩 2~12층,14층일부 (내자동)",126.97004983015188,37.574825871784846
170,한방병원,치휴한방병원,,"서울특별시 종로구 대학로 89, 대학로빌딩 지하1, 지상2~6층 (연건동)",126.99890535366222,37.57917337274262
171,종합병원,학교법인가톨릭학원가톨릭대학교서울성모병원,,서울특별시 서초구 반포대로 222 (반포동),127.00235677399971,37.50007956203166
172,병원,새한빛병원,,서울특별시 강북구 한천로 1002 (번동),127.02715592693377,37.63813270737609
173,한방병원,춘원당한방병원,,서울특별시 종로구 돈화문로9길 26 (돈의동),126.987472463916,37.57180170699964
174,요양병원(일반요양병원),동대문요양병원,,서울특별시 종로구 지봉로 29 (창신동),127.01241411702598,37.57253622962248
175,치과병원,밀레니엄치과병원,,서울특별시 종로구 종로 78 (종로2가),126.98314625941445,37.56995053335289
176,종합병원,이대부속동대문병원,,,,
177,병원,서울연세병원,,서울특별시 성동구 왕십리로 296 (행당동),127.03327527288349,37.560641738786494
178,요양병원(일반요양병원),아미나요양병원,,"서울특별시 종로구 경희궁길 26, 썬타워빌딩 지하1층, 지상2,3,4,5,6,7층 (신문로2가)",126.9681259320856,37.572262451365674
179,치과병원,산치과병원,,"서울특별시 중구 세종대로21길 52, 1층 (태평로1가, 조선일보광화문빌딩)",126.9732356794504,37.568727065395315
180,치과병원,가야치과병원,,"서울특별시 서초구 방배로 177, 4~6층 (방배동)",126.98936662014705,37.489281738906286
181,종합병원,서울적십자병원,,"서울특별시 종로구 새문안로 9, 적십자병원 (평동)",126.96409341175004,37.56738863846014
182,종합병원,홍익병원,,"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",126.86077196729079,37.528491721927935
183,병원,비에스코아이비인후과병원,,"서울특별시 강서구 강서로 323, 4~8층 (내발산동)",126.83365983559402,37.55468326131826
184,한방병원,한마음한방병원,,"서울특별시 성북구 종암로 129, 청한빌딩 4,5층 (종암동)",127.02983034057685,37.60143995437425
185,종합병원,이화여자대학교의과대학부속목동병원,,서울특별시 양천구 안양천로 1071 (목동),126.88337865776435,37.536491245507285
186,병원,서울특별시어린이병원,,서울특별시 서초구 헌릉로 260 (내곡동),127.06638837833505,37.45541064424217
187,병원,의료법인 춘혜의료재단 명지춘혜재활병원,,"서울특별시 영등포구 대림로 223 (대림동, 명지춘혜병원)",,
188,병원,뉴스타트병원,,"서울특별시 송파구 송이로 76, 뉴스타트병원 (가락동)",127.1165696804024,37.49907980283413
189,병원,리본병원,,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 5,6,7층 (고척동)",126.86023695938383,37.49745622192137
190,요양병원(일반요양병원),참사랑요양병원,,,,
191,요양병원(일반요양병원),참사랑요양병원,,,,
192,치과병원,사단법인) 누가선교회 누가치과병원,,,,
193,치과병원,네모치과병원(명동점),,"서울특별시 중구 남대문로 120 (남대문로1가,대일빌딩 11층)",126.98015280251393,37.56793781614343
194,요양병원(일반요양병원),동산요양병원,,서울특별시 중구 다산로36길 11 (신당동),127.01332139627993,37.562873730141675
195,병원,의료법인 제일의료재단 제일병원,,서울특별시 중구 서애로1길 17 (묵정동),126.99627289817391,37.561514174481545
196,종합병원,의료법인풍산의료재단동부제일병원,,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",127.10637804865048,37.60076395910057
197,병원,원탑병원,,"서울특별시 강서구 등촌로 15, 3~6층 (화곡동)",126.86064394686076,37.5312758957865
198,병원,올림픽병원,,"서울특별시 송파구 백제고분로 283, 어깨동무빌딩 (석촌동)",127.09511340317205,37.50277003175227
199,병원,서울노보스병원,,서울특별시 도봉구 도봉로 755(도봉동),127.04078860648043,37.67215011048682
200,병원,대항병원,,서울특별시 서초구 남부순환로 2151 (방배동),126.98507425535435,37.47560239623362
201,요양병원(일반요양병원),한걸음요양병원,,"서울특별시 중랑구 망우로 316, 이지팰리스 5~7층 503-2,504,505,601~605,701~705호 (상봉동)",127.08464524774277,37.59648512851474
202,병원,장스여성병원,,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",127.0946896586217,37.599727049022285
203,종합병원,기쁨병원,,"서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)",127.0151273862856,37.48278819519731
204,병원,마리아성모병원,,,,
205,한방병원,신촌면력한방병원,,"서울특별시 서대문구 연세로 12, 피델리아 타워 8~14층 (창천동)",126.93423494898187,37.55666194002785
206,요양병원(일반요양병원),참사랑요양병원,,,,
207,병원,강동성모병원,,,,
208,병원,해정병원,,,,
209,종합병원,한림대학교 강남성심병원,,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",126.90581034293966,37.493300654442535
210,병원,포근한병원,,서울특별시 강북구 도봉로 266 (미아동),127.021248917907,37.632291928347094
211,요양병원(노인병원),경희늘푸른노인전문병원,,서울특별시 도봉구 시루봉로 137 (방학동),127.0244054655951,37.66319940609113
212,한방병원,장덕한방병원,,"서울특별시 서초구 서초중앙로 42, 블루핀타워 지하2층,지하1층,1층,2층,3층 동 (서초동)",127.01320502748173,37.485759612952776
213,종합병원,서울특별시서울의료원,,서울특별시 중랑구 신내로 156 (신내동),127.09507875104146,37.61298159487955
214,종합병원,강동경희대학교의대병원,,서울특별시 강동구 동남로 892 (상일동),127.15451668099968,37.55323061609516
215,병원,청병원,,"서울특별시 강동구 올림픽로 546, G.M.F.빌딩 (성내동)",127.11828424154123,37.53027797637872
216,병원,금강아산병원(재단법인 아산사회복지재단),,서울특별시 용산구 이촌로 318 (이촌동),126.97905932529463,37.51760985697428
217,치과병원,강동경희대학교치과병원,,서울특별시 강동구 동남로 892 (상일제1동),127.15451668099968,37.55323061609516
218,치과병원,서울대학교치과병원,,서울특별시 종로구 대학로 101 (연건동),126.99590636928569,37.57915670652751
219,종합병원,서울대학교병원,,서울특별시 종로구 대학로 101 (연건동),126.99590636928569,37.57915670652751
220,종합병원,성심의료재단강동성심병원,,서울특별시 강동구 성안로 150 (길동),127.1323540263325,37.53612376205731
221,종합병원,경찰병원,,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",127.1205924772616,37.49624726842141
222,병원,서울숭인병원,,"서울특별시 종로구 종로 386, 6.7.8.9층 (숭인동)",127.01745897964075,37.57404182022287
223,치과병원,을지치과병원,,서울특별시 중구 을지로14길 12 (을지로3가),126.98900127454571,37.565595498202995
224,병원,로이병원,,"서울특별시 종로구 평창문화로 75, 글로리아타운 2층일부,3,5층 (평창동)",126.96632744977559,37.60682015693954
225,종합병원,세란병원,,서울특별시 종로구 통일로 256 (무악동),126.95458493735565,37.57517833970064
226,종합병원,강북삼성병원,,서울특별시 종로구 새문안로 29 (평동),126.9652077119028,37.568268829406804
227,치과병원,더블유치과병원,,"서울특별시 중구 장충단로 263, 밀리오레상가건물 14층 (을지로6가)",127.00542039609577,37.56832224038242
228,병원,프라임병원,,서울특별시 성동구 동일로 133 (성수동2가),127.06200806783717,37.544408949228234
229,치과병원,유치과병원,,"서울특별시 중구 다산로 175, 3층 (신당동, 명덕빌딩)",127.0099510158038,37.55929265528706
230,치과병원,서울특별시장애인치과병원,,서울특별시 성동구 마장로 207 (홍익동),127.0299075648961,37.566748983665484
231,치과병원,연세스위트치과병원,,"서울특별시 중구 퇴계로 447, 221~213호 (황학동, 황학 아크로타워)",127.01901932641597,37.566171541897674
232,치과병원,라임나무치과병원,,"서울특별시 중구 명동길 43, 7층 (명동1가, 신한은행)",126.98185205579396,37.564003116239334
233,한방병원,제인한방병원,,서울특별시 성동구 광나루로 243 (송정동),127.05412290799602,37.54946365987894
234,병원,참바로병원,,"서울특별시 중구 다산로 258, 리마크빌 동대문 2,3층 (흥인동)",127.01375359169754,37.566034251851
235,치과병원,한누리치과병원,,"서울특별시 중구 퇴계로 97, 3층 306호 (충무로1가, 고려대연각센터빌딩)",126.97965732781586,37.56094517774798
236,병원,서울백제병원,,,,
237,병원,효림병원,,,,
238,병원,맑은수병원,,서울특별시 동대문구 천호대로83길 44 (장안동),127.06258075217015,37.56384342265781
239,병원,서울탑병원,,"서울특별시 동대문구 정릉천동로 102, 지하1층~지상4층 (제기동)",127.03310197310297,37.581367471930044
240,종합병원,중대용산병원(학교법인 중앙대학교),,,,
241,병원,효창중앙병원,,,,
242,한방병원,광화문자생한방병원,,"서울특별시 중구 통일로 92, 케이지타워 1,2,8층 (순화동)",126.9663669491871,37.56361309764437
243,병원,반도정형외과병원,,"서울특별시 중구 동호로 202, 반도정형외과 (신당동)",127.00721793374134,37.555985044965425
244,한방병원,신명한방병원,,"서울특별시 용산구 장문로 27 (이태원동,청화아파트 상가동 301호)",126.99191694989821,37.529947936180136
245,한방병원,서울원광한방병원,,서울특별시 용산구 한강대로40가길 24 (한강로2가),126.9693781794086,37.5309770456396
246,병원,참튼튼병원,,서울특별시 동대문구 답십리로 261 (장안동),127.06645764398203,37.572774969940625
247,종합병원,순천향대학교 부속 서울병원,,서울특별시 용산구 대사관로 59 (한남동),127.00141660596489,37.53370747233958
248,한방병원,원진재단부설녹색한방병원,,,,
249,병원,러스크서울병원,,서울특별시 중랑구 망우로 470 (망우동),127.10144614085814,37.60007967652074
250,한방병원,서울미르한방병원,,"서울특별시 노원구 동일로197길 11, 공삼빌딩 2,3,4층 (공릉동)",127.06780020697,37.628481820292016
251,병원,서울동인병원,,서울특별시 성동구 왕십리로 382 (하왕십리동),127.02514299498411,37.56509688637011
252,병원,소화병원(의료법인 소화병원),,"서울특별시 용산구 청파로 383 (서계동, 소화아동병원)",126.96576812841812,37.5537799964897
253,병원,강북21세기병원,,서울특별시 중랑구 면목로 473 (상봉동),127.08289157170421,37.5941150200416
254,병원,서울특별시 북부병원,,서울특별시 중랑구 양원역로 38 (망우동),127.10480771498135,37.60433224382364
255,병원,팔팔병원,,"서울특별시 중랑구 동일로 679 (면목동, 88병원)",127.07682678647413,37.59092634861775
256,요양병원(일반요양병원),은혜요양병원,,서울특별시 성동구 자동차시장1길 85 (용답동),127.06424155340387,37.5604695139975
257,치과병원,네오메디플러스치과병원,,"서울특별시 성동구 천호대로 320, 3층 (용답동)",127.05235179286619,37.56449667782379
